id,name,address,postcode,lat,long,accuracy,inspection,score,classification,telephone,type
,Isaac Robinson Court,Arcon Drive,HU4 6AD,53.745277,-0.398421,GEOMETRIC_CENTER,28-Nov-08,90,A Excellent,,
,Isaac's Bistro,Hemswell Avenue,HU9 5LD,53.752763,-0.257201,GEOMETRIC_CENTER,07-May-08,85,B Good,,
,Italian Corner Bakery,Trinity House Lane,HU1 2JH,53.7398408,-0.3340044,APPROXIMATE,04-Mar-09,65,C Acceptable,,
,Italian Pasta Stall,Trinity House Lane,HU1 2JH,53.7398408,-0.3340044,APPROXIMATE,04-Mar-09,65,C Acceptable,,
,Italianos,54 Chanterlands Avenue,HU5 3TT,53.753648,-0.3735382,RANGE_INTERPOLATED,17-Dec-08,70,C Acceptable,,
,Ivanhoe Residential Home,1121 Hessle Road,HU4 6SB,53.7284746,-0.4044986,RANGE_INTERPOLATED,13-Dec-08,95,A Excellent,,
,Izzy's Takeaway,458 Anlaby Road,HU3 6QR,53.7436964,-0.3803293,RANGE_INTERPOLATED,11-Jun-09,45,D Poor,,
,J and S Fisheries,97 Portobello Street,HU9 3NP,53.7630102,-0.2882974,RANGE_INTERPOLATED,07-May-09,90,A Excellent,,
,J Birkett And Sons,Trinity House Lane,HU1 2JH,53.7398408,-0.3340044,APPROXIMATE,04-Mar-09,80,B Good,,
,J R s Burger Bar,13A Anlaby Road,HU1 2PJ,53.7446984,-0.400634,RANGE_INTERPOLATED,15-May-08,20,E Very Poor,,
,Jack Fulton,Unit 2 St Andrews Retail Park,HU3 4PE,53.766622,-0.313738,RANGE_INTERPOLATED,25-Jun-09,65,C Acceptable,,
,Jack Rabbit Slims,22 Witham,HU9 1BY,53.7481397,-0.3271935,RANGE_INTERPOLATED,08-Apr-09,95,A Excellent,,
,Jackie's Convenience Store,201 Estcourt Street,HU9 2RT,53.7530093,-0.3003256,RANGE_INTERPOLATED,29-Oct-04,75,B Good,,
,Jackpot,52 Chamberlain Road,HU8 8HP,53.7644558,-0.3193238,RANGE_INTERPOLATED,23-Feb-10,60,C Acceptable,,
,Jacks,658 Anlaby Road,HU3 6UU,53.7436479,-0.3879288,RANGE_INTERPOLATED,04-Jun-09,75,B Good,,
,Jack's Bar,St. Andrews Quay,HU3 4SA,53.7377064,-0.3683738,APPROXIMATE,15-Mar-07,70,C Acceptable,,
,Jacks Grill,325 James Reckitt Avenue,HU8 0EA,53.7673108,-0.3066718,RANGE_INTERPOLATED,05-Jan-10,5,E Very Poor,,
,Jade Garden,967 Hedon Road,HU9 5QP,53.7480409,-0.2768394,RANGE_INTERPOLATED,18-Aug-09,85,B Good,,
,Janet Genter Community Nursery,95 Preston Road,HU9 3QB,53.7586465,-0.2881353,RANGE_INTERPOLATED,14-Dec-09,90,A Excellent,,
,Jan's Kitchen,15 Dundee Street,HU5 3TX,53.7528188,-0.3742262,RANGE_INTERPOLATED,08-Apr-08,80,B Good,,
,Jar In Hand,Grandale,HU7 4BL,53.784561,-0.343709,GEOMETRIC_CENTER,30-Sep-08,75,B Good,,
,Java Junction Coffee Shop,St. Andrews Quay,HU3 4SE,53.7377064,-0.3683738,APPROXIMATE,19-Sep-08,85,B Good,,
,Jaws Sandwich Bar,202 Newland Avenue,HU5 2ND,53.7661246,-0.358538,RANGE_INTERPOLATED,24-Nov-09,70,C Acceptable,,
,Jaz Bar (Hull) Ltd,41 Lowgate,HU1 1EA,53.7428632,-0.3328847,RANGE_INTERPOLATED,24-Dec-09,75,B Good,,
,JB Catering,Carillion Training Centre,HU9 1NJ,53.7664721,-0.25834,APPROXIMATE,04-Apr-08,90,A Excellent,,
,Jefcott Butchers,308 Holderness Road,HU9 2LH,53.7557573,-0.3103194,RANGE_INTERPOLATED,24-Jun-08,70,C Acceptable,,
,Jennys Pantry,117 Sculcoates Lane,HU5 1DN,53.761759,-0.3454701,RANGE_INTERPOLATED,20-Apr-09,90,A Excellent,,
,Jennys Pantry 2,11 Holderness Road,HU8 7NA,53.7520649,-0.3160315,RANGE_INTERPOLATED,19-Oct-09,75,B Good,,
,Jericho's,41 Cottingham Road,HU5 2PP,53.7685627,-0.356825,RANGE_INTERPOLATED,28-May-09,60,C Acceptable,,
,Jill and Tony's Cafe,Shannon Road,HU8 9PD,53.776907,-0.268888,GEOMETRIC_CENTER,13-Jun-08,75,B Good,,
,Jin Ocean Chinese Takeaway,737 Hessle Road,HU4 6PJ,53.7325023,-0.3868801,RANGE_INTERPOLATED,24-Feb-10,30,D Poor,,
,Jing Jing Oriental Food Store,127 Newland Avenue,HU5 2ES,53.764449,-0.3586988,RANGE_INTERPOLATED,09-Feb-09,90,A Excellent,,
,JJ's,432 Hessle Road,HU3 3SE,53.7342462,-0.3709868,RANGE_INTERPOLATED,25-Oct-08,70,C Acceptable,,
,John's Sandwich Bar,12 Marfleet Avenue,HU9 5RB,53.7488356,-0.275339,RANGE_INTERPOLATED,15-Sep-08,75,B Good,,
,Johnston's,31 Carr Lane,HU1 3RB,53.7435022,-0.3415774,RANGE_INTERPOLATED,23-Sep-09,75,B Good,,
,JollyFisheries,220 Orchard Park Road,HU6 9BX,53.7869826,-0.3753618,RANGE_INTERPOLATED,31-Jan-09,90,A Excellent,,
,Journeys Friend,Unit 2 Paragon Interchange,HU1 3QX,53.7398408,-0.3340044,APPROXIMATE,15-Jul-08,45,D Poor,,
,JSK Mini Market,203 Belvoir Street,HU5 3LS,53.7535626,-0.3681408,RANGE_INTERPOLATED,26-Aug-04,85,B Good,,
,Junes Bistro,Goulton Street,HU3 4DJ,53.7326163,-0.3613761,GEOMETRIC_CENTER,21-Aug-08,90,A Excellent,,
,K D Burgers,106 Spring Bank,HU3 1QH,53.7505588,-0.3774668,RANGE_INTERPOLATED,21-Sep-09,55,D Poor,,
,K.C. Mighty Bite,Somerden Road,HU9 5PD,53.7469649,-0.250806,GEOMETRIC_CENTER,18-Sep-08,65,C Acceptable,,
,Kamis's,410 Hessle Road,HU3 3SD,53.7343399,-0.3700416,RANGE_INTERPOLATED,30-Oct-09,75,B Good,,
,Karelia Court,Sibelius Road,,53.737682,-0.413356,GEOMETRIC_CENTER,27-Feb-10,95,A Excellent,,
,Kashmir Continental,827 Hessle Road,HU4 6QF,53.7314322,-0.3915599,RANGE_INTERPOLATED,09-Feb-09,75,B Good,,
,KC Stadium - Main Kitchen,The Circle,HU3 6JU,53.748876,-0.429936,GEOMETRIC_CENTER,19-Sep-09,90,A Excellent,,
,KC Stadium (Concourse Concessions),Walton Street,HU3 6JB,53.7469216,-0.3743859,GEOMETRIC_CENTER,19-Sep-09,65,C Acceptable,,
,Kebab Delight,229 Southcoates Lane,HU9 3AT,53.7579975,-0.2950192,RANGE_INTERPOLATED,28-May-09,80,B Good,,
,Kebab Ye,463 Endike Lane,HU6 8AG,53.7784021,-0.3805235,RANGE_INTERPOLATED,15-Jul-09,50,D Poor,,
,Kelvin Hall Senior High,Bricknell Avenue,HU5 4QH,53.765813,-0.386094,GEOMETRIC_CENTER,14-Jul-08,75,B Good,,
,Kentucky Fried Chicken,Mount Pleasant,HU9 2AH,53.7488646,-0.3142128,GEOMETRIC_CENTER,19-Aug-09,85,B Good,,
,Kentucky Fried Chicken,Kingswood,HU7 3YY,53.798101,-0.34427,APPROXIMATE,02-Nov-09,85,B Good,,
,Kesteven Grange Res Home,Kesteven Way,HU7 3EJ,53.7986729,-0.3371751,GEOMETRIC_CENTER,17-Jan-09,95,A Excellent,,
,Kestrel Kebabs,179 Holderness Road,HU8 8SR,53.752769,-0.3149962,RANGE_INTERPOLATED,20-Aug-09,75,B Good,,
,Key Butchers,North Point Shopping Centre,HU7 4DF,53.78635,-0.32062,APPROXIMATE,20-Mar-07,90,A Excellent,,
,Key Snacks,Trinity House Lane,HU1 2JH,53.7398408,-0.3340044,APPROXIMATE,04-Mar-09,85,B Good,,
,Key Store,113 Inglemire Lane,HU6 7TR,53.7738132,-0.3639523,RANGE_INTERPOLATED,05-Nov-08,75,B Good,,
,Kiddie Kastle,1099 Hessle Road,HU4 6SB,53.7287155,-0.4036683,RANGE_INTERPOLATED,23-Apr-09,80,B Good,,
,KIDS First,Newland Homes,HU6 7RH,53.7878533,-0.3802746,APPROXIMATE,04-Oct-04,85,B Good,,
,Kinderland,Priory Park,HU4 7BD,53.7224511,-0.4157962,GEOMETRIC_CENTER,26-Oct-09,95,A Excellent,,
,King William Hotel,Market Place,HU1 1RQ,53.7416236,-0.3334285,GEOMETRIC_CENTER,30-Nov-09,50,D Poor,,
,Kingfisher,465 Endike Lane,HU6 8AG,53.7784091,-0.3806477,RANGE_INTERPOLATED,29-May-08,75,B Good,,
,Kingfisher,757 Hessle Road,HU4 6PJ,53.7271275,-0.4102743,RANGE_INTERPOLATED,16-Oct-08,80,B Good,,
,Kingfisher,577 Spring Bank West,HU3 6LD,53.7505562,-0.3775476,RANGE_INTERPOLATED,26-Nov-08,80,B Good,,
,Kings Ale House,10 King Street,HU1 2JJ,53.7417484,-0.3358468,RANGE_INTERPOLATED,25-Feb-10,65,C Acceptable,,
,Kings Kebabs,220 Ellerburn Avenue,HU6 9RR,53.7887236,-0.3778969,RANGE_INTERPOLATED,26-Jun-08,65,C Acceptable,,
,Kings Kebabs,413 Anlaby Road,HU3 6AB,53.7437158,-0.3718792,RANGE_INTERPOLATED,17-Nov-09,70,C Acceptable,,
,Kingston Arms,55 Thomas Street,HU9 1EH,53.7474849,-0.3201695,RANGE_INTERPOLATED,22-Jul-04,75,B Good,,
,Kingston Communications Staff Canteen,35-37 Carr Lane,HU1 3RE,53.7433901,-0.3431252,RANGE_INTERPOLATED,15-Apr-08,70,C Acceptable,,
,Kingston Hotel,25 Trinity House Lane,HU1 2JA,53.7398408,-0.3340044,APPROXIMATE,14-Apr-05,80,B Good,,
,Kingston Kebabs,370 Anlaby Road,HU3 6NS,53.7437903,-0.3755497,RANGE_INTERPOLATED,23-Nov-09,60,C Acceptable,,
,Kingston Nursery,266 Beverley Road,HU5 1AN,53.760208,-0.3494613,RANGE_INTERPOLATED,17-Dec-09,85,B Good,,
,Kingston Restaurant,Anlaby Road,HU3 2JZ,53.7431702,-0.3578792,GEOMETRIC_CENTER,21-Aug-09,90,A Excellent,,
,Kingston Theatre Hotel & Resta,Kingston Square,HU1 3HF,53.7474396,-0.3377928,GEOMETRIC_CENTER,27-Sep-08,85,B Good,,
,Kingston Wesley Methodist Church,882 Holderness Road,HU9 4AA,53.7701067,-0.2776702,RANGE_INTERPOLATED,29-Jan-09,75,B Good,,
,Kingston Youth Centre,48A Beverley Road,HU3 1YE,53.7504931,-0.3475093,RANGE_INTERPOLATED,05-Feb-08,80,B Good,,
,Kingswood High School,Wawne Road,HU7 4WR,53.7900924,-0.3192326,GEOMETRIC_CENTER,17-Dec-08,85,B Good,,
,Kinthorpe Community Kitchen,55 Kinthorpe,HU6 9EL,53.7892143,-0.3712859,RANGE_INTERPOLATED,13-Mar-09,80,B Good,,
,Kurdistan,181-183 Spring Bank,HU3 1PG,53.7514752,-0.3626487,RANGE_INTERPOLATED,16-Feb-10,60,C Acceptable,,
,Kwik Save Stores Plc,Lothian Way,HU7 5DD,53.805278,-0.327296,GEOMETRIC_CENTER,19-Feb-04,75,B Good,,
,La Bella,131 New Bridge Road,HU9 2LP,53.7550713,-0.3070324,RANGE_INTERPOLATED,11-Nov-09,50,D Poor,,
,La Bodrum,4 Roebank Arcade,HU7 4HE,53.7717431,-0.3223865,APPROXIMATE,25-Feb-10,35,D Poor,,
,La Perla,26 Newland Avenue,HU5 3AF,53.7608989,-0.3589371,RANGE_INTERPOLATED,16-Feb-10,80,B Good,,
,La Pizza,461 Anlaby Road,HU3 6AS,53.7437947,-0.3740493,RANGE_INTERPOLATED,22-Sep-09,55,D Poor,,
,La Unica,135 Chanterlands Avenue,HU5 3TJ,53.7560237,-0.3740108,RANGE_INTERPOLATED,11-Feb-10,65,C Acceptable,,
,Lake View Manor Res Home,29-30 Pearson Park,HU5 2TD,53.7577144,-0.3540758,RANGE_INTERPOLATED,09-Jul-08,90,A Excellent,,
,Lam Chan House,517 Anlaby Road,HU3 6EN,53.7437069,-0.3779873,RANGE_INTERPOLATED,25-Jun-09,85,B Good,,
,Lambert Children's Centre,Lambert Street,HU5 2SJ,53.7632747,-0.3556724,GEOMETRIC_CENTER,19-Oct-09,90,A Excellent,,
,Landau Lodge,Triton Road,HU9 4HT,53.766023,-0.25914,GEOMETRIC_CENTER,04-Apr-08,85,B Good,,
,Lantern Restaurant,46 Whitefriargate,HU1 2HP,53.7431708,-0.336443,RANGE_INTERPOLATED,19-Nov-08,85,B Good,,
,Larino's,62 Beverley Road,HU3 1YE,53.7513768,-0.3476884,RANGE_INTERPOLATED,22-Dec-08,75,B Good,,
,Laser Quest,112-116 George Street,HU1 3AA,53.7463736,-0.3358919,RANGE_INTERPOLATED,18-Aug-09,80,B Good,,
,Late Shop Chanterlands Ave,161 Chanterlands Avenue,HU5 3TJ,53.7561228,-0.3740298,RANGE_INTERPOLATED,11-Feb-09,85,B Good,,
,Latino's,288 Southcoates Lane,HU9 3AP,53.7579742,-0.2950182,RANGE_INTERPOLATED,21-Apr-09,55,D Poor,,
,Lattitude Cafe Bar,175-177 Newland Avenue,HU5 2EP,53.765879,-0.3585917,RANGE_INTERPOLATED,27-Aug-09,95,A Excellent,,
,Latus Fish & Chips,741 Holderness Road,HU8 9AR,53.766084,-0.2893674,RANGE_INTERPOLATED,20-Apr-09,85,B Good,,
,Le Duet,1044 Anlaby Road,HU4 7RA,53.7442844,-0.4089073,RANGE_INTERPOLATED,19-Oct-09,60,C Acceptable,,
,Learning Zone Cafe,KC Stadium,HU3 6JB,53.7461111,-0.3677778,APPROXIMATE,16-Jun-08,95,A Excellent,,
,Lee Lee,104 Shannon Road,HU8 9PD,53.7771841,-0.2689857,RANGE_INTERPOLATED,02-Oct-08,85,B Good,,
,Leisure Land Amusement Arcade,70 King Edward Street,HU1 3SQ,53.7456977,-0.3420218,RANGE_INTERPOLATED,16-Nov-05,85,B Good,,
,Lena's Sandwich Bar,4 Vernon Street,HU1 3DP,53.7447921,-0.3384405,RANGE_INTERPOLATED,10-Aug-09,45,D Poor,,
,Leonardos,118 Spring Bank,HU3 1QJ,53.7485434,-0.3471826,GEOMETRIC_CENTER,23-Sep-09,55,D Poor,,
,Lidl Ltd,Kingston Shopping Centre,HU8 8BT,53.771809,-0.2967792,APPROXIMATE,27-Jul-04,85,B Good,,
,Lidl Ltd,Hessle Road,HU3 5JA,53.7346204,-0.3667779,GEOMETRIC_CENTER,13-Jan-06,80,B Good,,
,Lidl Ltd,23 Cottingham Road,HU5 2PP,53.7686974,-0.3596353,RANGE_INTERPOLATED,24-Jan-07,80,B Good,,
,Life Style,93 Portobello Street,HU9 3JD,53.7630263,-0.2883587,RANGE_INTERPOLATED,16-Feb-10,65,C Acceptable,,
,Lifestyle Express,894 Spring Bank West,HU5 5BL,53.7501547,-0.3943897,RANGE_INTERPOLATED,31-Jan-08,75,B Good,,
,Lifestyle Express,84 New Bridge Road,HU9 2RD,53.7537643,-0.3074002,RANGE_INTERPOLATED,30-Sep-09,80,B Good,,
,Lilliput Lodge Day Nursery,10 Sykes Street,HU2 8AZ,53.748666,-0.336554,RANGE_INTERPOLATED,23-Sep-08,95,A Excellent,,
,Lime Tree Court,Middlesex Road,HU8 0RB,53.7745492,-0.2871802,GEOMETRIC_CENTER,11-Jan-10,75,B Good,,
,Lings Chinese Takeaway,62 Elmbridge Parade,HU9 4JU,53.7569186,-0.2554656,RANGE_INTERPOLATED,12-Feb-09,70,C Acceptable,,
,Linnet And Lark,30-32 Princes Avenue,HU5 3QA,53.7518887,-0.361002,RANGE_INTERPOLATED,04-Feb-09,85,B Good,,
,Little Acorns Nursery,83-85 Hall Road,HU6 8QL,53.7733813,-0.3847138,RANGE_INTERPOLATED,10-Nov-09,75,B Good,,
,Little Einsteins Childcare Centre,Cottingham Road,HU6 7RX,53.768875,-0.3628085,GEOMETRIC_CENTER,14-May-08,90,A Excellent,,
,Little Learners,South Bridge Road,HU9 1TL,53.7425761,-0.3199591,GEOMETRIC_CENTER,14-Sep-09,95,A Excellent,,
,Logan Lea Rest Home,48 Westbourne Avenue,HU5 3HR,53.7565534,-0.3660221,GEOMETRIC_CENTER,31-Jan-09,90,A Excellent,,
,Londesborough Fisheries,9 Londesborough Street,HU3 1DS,53.746491,-0.3566896,RANGE_INTERPOLATED,12-Feb-09,75,B Good,,
,Longhill Childrens Centre,Shannon Road,HU8 9PD,53.776907,-0.268888,GEOMETRIC_CENTER,06-Jul-09,75,B Good,,
,Longhill House,8 Coldstream Close,HU8 9LS,53.7746967,-0.2700586,RANGE_INTERPOLATED,28-Nov-09,95,A Excellent,,
,Longhill Primary School,Shannon Road,HU8 9RW,53.776907,-0.268888,GEOMETRIC_CENTER,08-Mar-04,80,B Good,,
,Lonsdale Community Centre,8 Lonsdale Street,HU3 6PA,53.7438345,-0.3746699,RANGE_INTERPOLATED,10-Feb-10,75,B Good,,
,Loran House Residential Home,106a Albert Avenue,HU3 6QE,53.7460932,-0.3779845,RANGE_INTERPOLATED,03-Dec-09,80,B Good,,
,Lounge,26-28 Princes Avenue,HU5 3QA,53.7518213,-0.3610296,RANGE_INTERPOLATED,10-Feb-09,80,B Good,,
,Luciano's,56-57 Carr Lane,HU1 3RF,53.7435384,-0.3414144,RANGE_INTERPOLATED,01-Jun-09,95,A Excellent,,
,Lucky House,372 Anlaby Road,HU3 6NS,53.7437904,-0.3755437,RANGE_INTERPOLATED,10-Nov-09,65,C Acceptable,,
,Lucky Star,305 Holderness Road,HU8 8TE,53.7638329,-0.2948779,RANGE_INTERPOLATED,07-Oct-09,60,C Acceptable,,
,Lunch Box,84 New Cleveland Street,HU8 7HE,53.7506535,-0.3289093,RANGE_INTERPOLATED,23-Feb-09,85,B Good,,
,Lunchbox,Brittania Haulage,HU8 8BT,53.771809,-0.2967792,APPROXIMATE,25-Oct-08,70,C Acceptable,,
,Lythes Butchers,270 Greenwood Avenue,HU6 9RS,53.7822605,-0.376417,RANGE_INTERPOLATED,19-Nov-09,70,C Acceptable,,
,M & M Deli Express,41 Chanterlands Avenue,HU5 3SS,53.7531099,-0.3735122,RANGE_INTERPOLATED,15-Dec-08,80,B Good,,
,M&Ms Corner Shop,66-68 New Bridge Road,HU9 2RD,53.7526547,-0.3078884,RANGE_INTERPOLATED,18-May-05,80,B Good,,
,Macau Chinese Takeaway,143 Newland Avenue,HU5 2ER,53.7649243,-0.3586554,RANGE_INTERPOLATED,22-Apr-09,45,D Poor,,
,Maceys,65 Paragon Street,HU1 3JP,53.744048,-0.3426914,RANGE_INTERPOLATED,24-Mar-09,85,B Good,,
,Mackmans,119 Hawthorn Avenue,HU3 5PH,53.7407381,-0.3820862,RANGE_INTERPOLATED,03-Jan-09,70,C Acceptable,,
,Madeira Tapas Bar,214 Spring Bank,HU3 1NP,53.7514752,-0.3626487,RANGE_INTERPOLATED,01-Mar-10,75,B Good,,
,Madina Butchers,196 Spring Bank,HU3 1NP,53.7514752,-0.3626487,RANGE_INTERPOLATED,26-Jan-05,75,B Good,,
,Madisons,88 Newland Avenue,HU5 3AB,53.7627992,-0.3587356,RANGE_INTERPOLATED,06-Dec-08,85,B Good,,
,Madras,249-251 Anlaby Road,HU3 2SE,53.7432023,-0.3608972,RANGE_INTERPOLATED,06-Oct-09,75,B Good,,
,Magma,10 Chapel Street,HU1 3PA,53.7444543,-0.3419307,RANGE_INTERPOLATED,19-May-06,85,B Good,,
,Maharajah Restaurant,245 Holderness Road,HU8 8TB,53.7638105,-0.2949348,RANGE_INTERPOLATED,13-May-09,75,B Good,,
,Maister Lodge,Middlesex Road,HU8 0RB,53.7745492,-0.2871802,GEOMETRIC_CENTER,03-Jan-07,95,A Excellent,,
,Majestic,484 Anlaby Road,HU3 6TA,53.7437209,-0.381952,RANGE_INTERPOLATED,26-Oct-09,55,D Poor,,
,Majestic,71 Newland Avenue,HU5 2AL,53.7626753,-0.3587815,RANGE_INTERPOLATED,14-Dec-09,55,D Poor,,
,Makro Cafe/Staff Canteen,St. Andrews Quay,HU3 4SE,53.7377064,-0.3683738,APPROXIMATE,10-Jul-09,90,A Excellent,,
,Makro Store,St. Andrews Quay,HU3 4SE,53.7377064,-0.3683738,APPROXIMATE,04-Nov-09,90,A Excellent,,
,Malet Lambert High School,James Reckitt Avenue,HU8 0JD,53.7636576,-0.3167146,GEOMETRIC_CENTER,18-Sep-08,85,B Good,,
,Malt Shovel,583 Anlaby Road,HU3 6SH,53.7436974,-0.3822738,RANGE_INTERPOLATED,30-Jan-04,85,B Good,,
,Mama Mias Takeaway,337 Shannon Road,HU8 9QA,53.7808618,-0.2655184,RANGE_INTERPOLATED,16-Sep-09,65,C Acceptable,,
,Man Wah House,106 Cottingham Road,HU6 7RZ,53.7688732,-0.3624574,RANGE_INTERPOLATED,08-Feb-08,75,B Good,,
,Manchester Arms,7 Scale Lane,HU1 1LA,53.7427354,-0.3325075,RANGE_INTERPOLATED,01-Mar-04,80,B Good,,
,Mange Tout,210b Newland Avenue,HU5 2ND,53.7664013,-0.3585207,RANGE_INTERPOLATED,19-Mar-09,90,A Excellent,,
,Manor Club,Manor Road,HU5 5PB,53.755173,-0.409148,GEOMETRIC_CENTER,26-Nov-08,85,B Good,,
,Manor Farm,194 Willerby Road,HU5 5JW,53.7526338,-0.4070732,RANGE_INTERPOLATED,07-Nov-09,70,C Acceptable,,
,Marble Takeaway,581 Spring Bank West,HU3 6LD,53.7505512,-0.3777298,RANGE_INTERPOLATED,08-Jun-09,90,A Excellent,,
,Mardin,112 Spring Bank,HU3 1QH,53.7505588,-0.3774668,RANGE_INTERPOLATED,03-Aug-09,60,C Acceptable,,
,Mardin Family Bakery,165 Spring Bank,HU3 1BN,53.7514752,-0.3626487,RANGE_INTERPOLATED,21-Dec-09,55,D Poor,,
,Marfleet Fisheries,971 Hedon Road,HU9 5QP,53.7480348,-0.2766435,RANGE_INTERPOLATED,12-Jun-08,80,B Good,,
,Marfleet News,250-252 Marfleet Lane,HU9 5TD,53.7545996,-0.2741154,RANGE_INTERPOLATED,30-Nov-09,70,C Acceptable,,
,Marfleet Primary School,Marfleet Lane,HU9 5RJ,53.7551535,-0.273916,GEOMETRIC_CENTER,17-Apr-08,80,B Good,,
,Mario's,4 Anne Street,HU1 2NP,53.7433574,-0.3431526,RANGE_INTERPOLATED,25-Feb-10,60,C Acceptable,,
,Marist RUFC,Cranbrook Avenue,,53.775647,-0.3643837,GEOMETRIC_CENTER,31-Oct-08,70,C Acceptable,,
,Marist Social Club,119 Cottingham Road,HU5 2DH,53.7689178,-0.3636536,RANGE_INTERPOLATED,24-Mar-04,85,B Good,,
,Market Cafe,North Point Shopping Centre,HU7 4DF,53.78635,-0.32062,APPROXIMATE,22-Nov-08,80,B Good,,
,Marketpol,Unit 2 268-272 Boulevard,HU3 3ED,53.7433697,-0.3672067,RANGE_INTERPOLATED,19-Apr-07,85,B Good,,
,Marketpol,22 Newland Avenue,HU5 3AF,53.7607711,-0.3589549,RANGE_INTERPOLATED,31-Jan-09,75,B Good,,
,Marks & Spencer Cafe,Whitefriargate,HU1 2ER,53.743038,-0.3355958,GEOMETRIC_CENTER,23-Jan-07,100,A Excellent,,
,Marks & Spencer Staff Canteen,40 Whitefriargate,HU1 2HW,53.7432734,-0.3371224,RANGE_INTERPOLATED,23-Jan-07,95,A Excellent,,
,Marks & Spencers Plc,40 Whitefriargate,HU1 2HW,53.7432734,-0.3371224,RANGE_INTERPOLATED,23-Jan-07,95,A Excellent,,
,Marlborough Hotel,232 Spring Bank,HU3 1LU,53.7514752,-0.3626487,RANGE_INTERPOLATED,09-Dec-08,85,B Good,,
,Marlborough Unionist Club,94 Newstead Street,HU5 3NB,53.753074,-0.3714973,RANGE_INTERPOLATED,23-Oct-08,75,B Good,,
,Marrakech Restaurant Limited,58 Princes Avenue,HU5 3QG,53.754848,-0.3594331,RANGE_INTERPOLATED,19-Mar-09,65,C Acceptable,,
,Masonic Hall,College Street,HU7 4UP,53.7797438,-0.3040718,GEOMETRIC_CENTER,16-Apr-09,75,B Good,,
,Masonic Hall,69 Beverley Road,HU3 1XL,53.7516222,-0.3477845,RANGE_INTERPOLATED,24-Jul-09,90,A Excellent,,
,Massarellas,121 Ferensway,HU1 3UW,53.7449638,-0.3448854,RANGE_INTERPOLATED,17-Nov-09,75,B Good,,
,Masters Bar,40 South Street,HU1 3PY,53.744145,-0.3431962,RANGE_INTERPOLATED,15-May-02,85,B Good,,
,Matts Deli,135 Newland Avenue,HU5 2ES,53.7646837,-0.3586767,RANGE_INTERPOLATED,17-Jun-09,70,C Acceptable,,
,Matts Mission,Walton Street,HU3 6JB,53.7469216,-0.3743859,GEOMETRIC_CENTER,28-Mar-07,85,B Good,,
,May Sum,1-7 Jameson Street,HU1 3HS,53.7452835,-0.3392333,RANGE_INTERPOLATED,22-Apr-09,50,D Poor,,
,Maybury Court Residential Home,802-808 Holderness Road,HU9 3LP,53.7645707,-0.292601,RANGE_INTERPOLATED,28-Nov-09,80,B Good,,
,Maybury Primary School,Maybury Road,HU9 3LA,53.7650785,-0.2828485,GEOMETRIC_CENTER,07-May-09,95,A Excellent,,
,Mayfair Hotel,333-335 Beverley Road,,53.7659424,-0.3528686,RANGE_INTERPOLATED,21-Nov-09,90,A Excellent,,
,Mayflower Chinese Takeaway,693 Holderness Road,HU8 9AN,53.7651086,-0.2917608,RANGE_INTERPOLATED,27-May-09,65,C Acceptable,,
,McColls,262-264 Greenwood Avenue,HU6 9RS,53.7823018,-0.3785158,RANGE_INTERPOLATED,13-Aug-03,75,B Good,,
,McColl's,Greenwich Avenue,HU9 4XA,53.771617,-0.265627,,19-Jan-05,80,B Good,,
,McColl's,441 Endike Lane,HU6 8AG,53.7783656,-0.3792135,RANGE_INTERPOLATED,21-Jan-09,55,D Poor,,
,McCoys,Princes Dock Street,HU1 2JX,53.7422345,-0.3379174,GEOMETRIC_CENTER,08-Jan-09,90,A Excellent,,
,McDonalds,39-41 Jameson Street,HU1 3JA,53.744828,-0.340865,,12-Feb-08,85,B Good,,
,Mcdonalds Restaurants Ltd,202 Holderness Road,HU9 2AA,53.7637944,-0.2949756,RANGE_INTERPOLATED,06-Oct-08,90,A Excellent,,
,McDonalds Restaurants Ltd,Roebank Roundabout,HU7 1ZZ,53.80196,-0.32528,,15-Nov-08,80,B Good,,
,McDonalds Restaurants Ltd,St Andrews Quay,HU3 4SA,53.728372,-0.371856,APPROXIMATE,10-Dec-08,90,A Excellent,,
,McDonalds Restaurants Ltd,390 Cottingham Road,HU5 4AA,53.77016,-0.383969,,01-Jul-09,95,A Excellent,,
,McDonalds Within Asda,Bude Road,HU7 5US,53.791316,-0.338615,GEOMETRIC_CENTER,09-Feb-08,95,A Excellent,,
,McMillan Children's Centre Cafe,21st Avenue,HU6 8HS,53.77929,-0.366174,,22-Oct-09,80,B Good,,
,McMillan Children's Day Centre,21st Avenue,HU6 8HS,53.77929,-0.366174,,17-Dec-09,85,B Good,,
,Mcmillan Nursery School,5th Avenue,HU6 8DH,53.781575,-0.376984,,14-Dec-04,85,B Good,,
,Meals To Go,Argyle Factory Estate,HU3 1HD,53.748631,-0.35946,,24-Nov-09,65,C Acceptable,,
,Meat Master,520 Holderness Road,HU9 3DT,53.7609494,-0.3016169,RANGE_INTERPOLATED,25-Mar-09,70,C Acceptable,,
,Mecca Bingo,Clough Road,HU5 1SB,53.7678382,-0.3422305,GEOMETRIC_CENTER,28-Apr-09,75,B Good,,
,Mecca Social Club,9B Anlaby Road,HU1 2NR,53.7446756,-0.4013162,RANGE_INTERPOLATED,26-Oct-09,80,B Good,,
