id,name,address,postcode,lat,long,accuracy,inspection,score,classification,telephone,type
,Valentinos,294a Marfleet Lane,HU9 5AQ,53.7677788,-0.2757561,RANGE_INTERPOLATED,18-Jan-10,70,C Acceptable,,
,Vanilla,93 Ferensway,HU2 8LD,53.745593,-0.3453318,RANGE_INTERPOLATED,07-Oct-08,90,A Excellent,,
,Vascos,16 Princes Dock Street,HU1 2LP,53.7411354,-0.3378542,RANGE_INTERPOLATED,15-Sep-09,25,E Very Poor,,
,Vauxhall Tavern,1 Hessle Road,HU3 2AA,53.7381118,-0.3510542,RANGE_INTERPOLATED,23-Mar-05,80,B Good,,
,Vegas Green Bay,187 Preston Road,HU9 5UY,53.7577127,-0.2782127,RANGE_INTERPOLATED,09-Dec-08,75,B Good,,
,Venezia Takeaway,Grandale,HU7 4BL,53.784561,-0.343709,GEOMETRIC_CENTER,14-Sep-09,50,D Poor,,
,Venice Greenwood,115 Greenwood Avenue,HU6 9PD,53.7820056,-0.3669184,RANGE_INTERPOLATED,22-Sep-09,45,D Poor,,
,Venus Takeaway,731 Hessle Road,HU4 6PJ,53.7325783,-0.3865361,RANGE_INTERPOLATED,26-Feb-09,70,C Acceptable,,
,Veronas Take Away,2 Ings Centre,HU8 0TX,53.771809,-0.2967792,APPROXIMATE,28-Jan-10,75,B Good,,
,Victoria Bay Fast Food,67 Princes Avenue,HU5 3QX,53.753792,-0.3600788,RANGE_INTERPOLATED,23-Nov-09,50,D Poor,,
,Victoria City,Plimsoll Way,HU9 1PW,53.7419829,-0.3213115,GEOMETRIC_CENTER,15-Feb-08,75,B Good,,
,Victoria Dock Primary School,South Bridge Road,HU9 1TL,53.7425761,-0.3199591,GEOMETRIC_CENTER,06-Jun-08,90,A Excellent,,
,Victoria Dock Tavern,48 Great Union Street,HU9 1UB,53.7447901,-0.3241564,RANGE_INTERPOLATED,08-Apr-04,80,B Good,,
,Victoria Hotel,36 Hedon Road,HU9 1LN,53.745111,-0.3222673,RANGE_INTERPOLATED,01-Dec-09,75,B Good,,
,Victoria House,Park Street,HU2 8TD,53.7466549,-0.3522516,GEOMETRIC_CENTER,09-Jul-07,95,A Excellent,,
,Victoria House,Maldon Drive,HU9 1QA,53.7418859,-0.3164992,GEOMETRIC_CENTER,27-Jun-08,90,A Excellent,,
,Victoria Spice,107 Sculcoates Lane,HU5 1DN,53.7616836,-0.3458275,RANGE_INTERPOLATED,29-May-09,55,D Poor,,
,Victory Amusements,Unit B2 North Point Shopping Centre,HU7 4EF,53.7717431,-0.3223865,APPROXIMATE,16-Oct-08,90,A Excellent,,
,Victory Amusements,68 King Edward Street,HU1 3SQ,53.7456463,-0.3419328,RANGE_INTERPOLATED,23-Oct-08,90,A Excellent,,
,Viking Fisheries,479 Anlaby Road,HU3 6DT,53.7437902,-0.3747781,RANGE_INTERPOLATED,16-Jun-08,75,B Good,,
,Viking Fisheries,102 Newland Avenue,HU5 3AA,53.7629071,-0.3587296,RANGE_INTERPOLATED,27-Oct-08,80,B Good,,
,Viking Land,Unit 3 Biggin Avenue,HU7 4RL,53.7892033,-0.3136668,RANGE_INTERPOLATED,16-Oct-08,85,B Good,,
,Village Hotel & Leisure Club,Henry Boot Way,HU4 7DY,53.7235438,-0.4122493,GEOMETRIC_CENTER,29-Jan-10,70,C Acceptable,,
,Vongs Takeaway,510 Anlaby Road,HU3 6SZ,53.7436893,-0.3832678,RANGE_INTERPOLATED,25-Nov-08,70,C Acceptable,,
,Vue Cinema,Princes Quay,HU1 2PQ,53.7550013,-0.3593619,GEOMETRIC_CENTER,15-May-09,85,B Good,,
,W H Smith,Unit 1 & 2 Anlaby Road,HU2 2JZ,53.7437669,-0.3766558,RANGE_INTERPOLATED,18-Dec-09,50,D Poor,,
,Walters,21 Scale Lane,HU1 1LH,53.7428133,-0.3328629,RANGE_INTERPOLATED,30-Mar-09,75,B Good,,
,Wansbeck Primary School,Wansbeck Road,HU8 9SR,53.781479,-0.26114,,18-Dec-08,85,B Good,,
,Warners Sports Medicine Centre,80 Pickering Road,HU4 6TE,53.7403359,-0.4001059,RANGE_INTERPOLATED,09-Apr-08,80,B Good,,
,Wawne Ferry,Wawne Road,HU7 4JH,53.7900924,-0.3192326,GEOMETRIC_CENTER,06-May-08,90,A Excellent,,
,Welburn Butchers,92-94 The Quadrant,HU6 8NS,53.7731326,-0.3798643,RANGE_INTERPOLATED,23-Jul-08,90,A Excellent,,
,Wellington Club,103-105 Beverley Road,HU3 1XR,53.760494,-0.3495936,RANGE_INTERPOLATED,02-May-07,70,C Acceptable,,
,Wellington Inn,55 Russell Street,HU2 9AB,53.7491999,-0.3436605,GEOMETRIC_CENTER,27-May-05,85,B Good,,
,West End Child and Adolescent,2062-2068 Hessle Road,HU13 9NW,53.7256587,-0.4170668,RANGE_INTERPOLATED,07-Jan-10,85,B Good,,
,West Hull Community Sports &,North Road,HU4 6LQ,53.738935,-0.390672,GEOMETRIC_CENTER,09-Feb-08,70,C Acceptable,,
,West Hull Continental Takeaway,513 Hessle Road,HU3 4UD,53.7337845,-0.375765,RANGE_INTERPOLATED,10-Nov-09,70,C Acceptable,,
,West Hull Liberal Club,102 Coltman Street,HU3 2SJ,53.7366993,-0.3581776,RANGE_INTERPOLATED,06-Jan-09,85,B Good,,
,West Hull Resource Centre,2056-2058 Hessle Road,HU13 9NW,53.7256587,-0.4170668,RANGE_INTERPOLATED,07-Mar-06,80,B Good,,
,West Park Childcare Centre,West Park,HU3 6JB,53.742229,-0.408485,GEOMETRIC_CENTER,13-Jan-09,90,A Excellent,,
,West Park Hotel,405-411 Anlaby Road,HU3 6AB,53.7436833,-0.3712458,RANGE_INTERPOLATED,15-Nov-07,85,B Good,,
,West Park Nursing Home,1-5 Selby Street,HU3 3PB,53.7415375,-0.3720005,GEOMETRIC_CENTER,27-Jul-09,85,B Good,,
,Westcott Primary School,Westcott Street,HU8 8NB,53.7614798,-0.3083224,GEOMETRIC_CENTER,11-Feb-03,85,B Good,,
,Westdene,15-19 Alliance Avenue,HU3 6QU,53.7445214,-0.3803992,RANGE_INTERPOLATED,12-Jun-09,90,A Excellent,,
,Westland Com Mental Health Tm,Wheeler Street,HU3 5QE,53.7422993,-0.3844395,GEOMETRIC_CENTER,08-Nov-08,80,B Good,,
,Westside Day Nursery,Nestor Grove,HU9 4OP,53.7664721,-0.25834,APPROXIMATE,07-Jul-09,75,B Good,,
,Wharfedale News,458 Southcoates Lane,HU9 3UA,53.754883,-0.2946782,RANGE_INTERPOLATED,01-Sep-08,70,C Acceptable,,
,What Comes Naturally,513 Anlaby Road,HU3 6EN,53.7437134,-0.3777555,RANGE_INTERPOLATED,22-Mar-05,85,B Good,,
,Wheeler Street School,Wheeler Street,HU3 5QE,53.7422993,-0.3844395,GEOMETRIC_CENTER,07-Dec-04,85,B Good,,
,Wheelhouse Snack Bar,Cottingham Road,HU5 2DL,53.7699095,-0.3804549,GEOMETRIC_CENTER,13-Nov-07,85,B Good,,
,White House Unit,Saltshouse Road,HU8 9HF,53.7768613,-0.2847301,GEOMETRIC_CENTER,26-Jan-04,80,B Good,,
,Whiteheads Fresh Food,485 Anlaby Road,HU3 6DT,53.7437678,-0.3753782,RANGE_INTERPOLATED,16-Oct-08,85,B Good,,
,Whittington & Cat,Commercial Road,HU1 2SA,53.7395844,-0.3433446,GEOMETRIC_CENTER,17-Sep-09,85,B Good,,
,Wilberforce 6th Form College,Saltshouse Road,HU8 9HD,53.7768613,-0.2847301,GEOMETRIC_CENTER,23-Oct-09,90,A Excellent,,
,Wilkinson Hardware Store,St Andrews Retail Park,HU4 6SH,53.7335631,-0.3923245,APPROXIMATE,30-Apr-08,95,A Excellent,,
,Willerby Kitchen,218 Willerby Road,HU5 5JW,53.7526431,-0.4073359,RANGE_INTERPOLATED,18-Dec-08,75,B Good,,
,William Booth Canteen,2 Hessle Road,HU1 2QQ,53.7397694,-0.3457506,RANGE_INTERPOLATED,04-Jul-08,80,B Good,,
,William Sutton Trust Sports Association,Shelley Avenue,HU9 4RN,53.762265,-0.265273,GEOMETRIC_CENTER,06-Mar-08,85,B Good,,
,William Wilberforce,Trinity House Lane,HU1 2JA,53.7398408,-0.3340044,APPROXIMATE,10-Apr-08,80,B Good,,
,Willows Club,695 Holderness Road,HU8 9AN,53.7650653,-0.2918653,RANGE_INTERPOLATED,30-Jul-08,75,B Good,,
,Wilson Catering,Walton Street,HU3 6JB,53.7469216,-0.3743859,GEOMETRIC_CENTER,28-Mar-07,85,B Good,,
,Wilton Lodge Residential Care,402 Holderness Road,HU9 3DW,53.7585424,-0.306131,RANGE_INTERPOLATED,24-Oct-09,95,A Excellent,,
,Winchester Fisheries,652 Marfleet Lane,HU9 4TP,53.7675576,-0.2741258,RANGE_INTERPOLATED,25-Mar-09,90,A Excellent,,
,Windermere House Nursing Home,Birkdale Way,HU9 2BH,53.7500955,-0.3083396,GEOMETRIC_CENTER,18-Dec-09,95,A Excellent,,
,Windmill,56 Witham,HU9 1BE,53.7483129,-0.323352,RANGE_INTERPOLATED,20-Mar-06,70,C Acceptable,,
,Wing Hing,248 Wold Road,HU5 5XG,53.7568724,-0.4092559,RANGE_INTERPOLATED,29-Jul-09,80,B Good,,
,Winifred Holtby School,Midmere Avenue,HU7 4PW,53.782755,-0.316019,GEOMETRIC_CENTER,03-Feb-10,90,A Excellent,,
,Wins,35 Spring Bank,HU3 1AG,53.7505588,-0.3774668,RANGE_INTERPOLATED,13-Jan-09,60,C Acceptable,,
,Witham Tandoori,18/19 Witham,HU9 1BY,53.748381,-0.3238466,RANGE_INTERPOLATED,22-Sep-09,85,B Good,,
,Wold Road Fisheries,240 Wold Road,HU5 5XG,53.7566572,-0.4088761,RANGE_INTERPOLATED,07-Mar-08,70,C Acceptable,,
,Wold Road Primary School,Wold Road,HU5 5QG,53.756367,-0.40839,GEOMETRIC_CENTER,06-Jun-08,90,A Excellent,,
,Woodford Leisure Centre,Holderness Road,HU8 8JU,53.769749,-0.278742,GEOMETRIC_CENTER,19-Aug-08,90,A Excellent,,
,Woodford Residential Home,592-596 Holderness Road,HU9 3EU,53.76394,-0.2946056,RANGE_INTERPOLATED,15-Jul-08,90,A Excellent,,
,Woodhead the Bakers,238 Holderness Road,HU9 2EU,53.7542426,-0.3127284,RANGE_INTERPOLATED,20-Feb-08,95,A Excellent,,
,Woodhead the Bakers,16 North Point Shopping Centre,HU7 4EE,53.7717431,-0.3223865,APPROXIMATE,18-Nov-08,80,B Good,,
,Woodhead the Bakers,79 King Edward Street,HU1 3RW,53.7456802,-0.3420472,RANGE_INTERPOLATED,19-Dec-08,85,B Good,,
,Woodhead the Bakers,300 Hessle Road,HU3 3DU,53.7348995,-0.3655313,RANGE_INTERPOLATED,29-May-09,90,A Excellent,,
,Woodhead the Bakers,85a Newland Avenue,HU5 2AL,53.7633049,-0.3587594,RANGE_INTERPOLATED,27-Feb-10,85,B Good,,
,Woodlands Cafe,1201 Hedon Road,HU9 5LY,53.7472635,-0.2671276,RANGE_INTERPOLATED,16-Sep-08,70,C Acceptable,,
,Worthing Convenience Store,65 Worthing Street,HU5 1PP,53.765706,-0.3493622,RANGE_INTERPOLATED,29-Nov-08,55,D Poor,,
,WRVS,Market Place,HU1 1RD,53.7416236,-0.3334285,GEOMETRIC_CENTER,01-Mar-04,75,B Good,,
,Wyke 6th Form College,Grammar School Road,HU5 4NX,53.76598,-0.388439,GEOMETRIC_CENTER,27-Aug-08,85,B Good,,
,Xing,University House,HU6 7RX,53.7878533,-0.3802746,APPROXIMATE,08-May-06,85,B Good,,
,Xing Smoothies,within Continental Bar,HU6 7RX,53.7878533,-0.3802746,APPROXIMATE,25-Sep-07,90,A Excellent,,
,Yankee Fried Chicken,558 Beverley Road,HU6 7LG,53.7688796,-0.3537755,RANGE_INTERPOLATED,21-Nov-08,80,B Good,,
,Yankee Meal,332 Hessle Road,HU3 3SB,53.7346278,-0.3668335,RANGE_INTERPOLATED,15-Nov-08,90,A Excellent,,
,Yankeeland,95-97 Prospect Street,HU1 3RT,53.7466853,-0.3437382,GEOMETRIC_CENTER,27-Jul-09,65,C Acceptable,,
,Ye Olde Black Boy,150 High Street,HU1 1AR,53.7426725,-0.3311311,RANGE_INTERPOLATED,14-Aug-03,80,B Good,,
,Ye Olde Corn Exchange,1-4 North Church Side,HU1 1RP,53.7418956,-0.3334854,RANGE_INTERPOLATED,14-Jul-08,75,B Good,,
,Ye Olde White Harte,25 Silver Street,HU1 1JG,53.7428417,-0.3339595,RANGE_INTERPOLATED,23-Apr-09,85,B Good,,
,Yello,2-6 Anlaby Road,HU1 2PA,53.7437669,-0.3766558,RANGE_INTERPOLATED,21-Dec-04,80,B Good,,
,Yorkie's Dairy Ice Cream Ltd,Browns Garage,HU3 6QA,53.7377064,-0.3683738,APPROXIMATE,03-Sep-07,85,B Good,,
,Yorkshire Pizza,126-128 Beverley Road,HU3 1UX,53.7542454,-0.3482481,RANGE_INTERPOLATED,11-Nov-08,65,C Acceptable,,
,Young Adults Centre,220 Preston Road,HU9 5UZ,53.7571489,-0.2740095,RANGE_INTERPOLATED,23-Jun-08,80,B Good,,
,Youth and Community Centre,Elm Avenue,HU8 8PZ,53.7609077,-0.3141059,GEOMETRIC_CENTER,23-Mar-09,90,A Excellent,,
,YPI Ferens Recreation Centre,Chanterlands Avenue,HU5 4EF,53.7633561,-0.3723818,GEOMETRIC_CENTER,08-Dec-09,50,D Poor,,
,Zest,17/19 Newland Avenue,HU5 3AG,53.760655,-0.3590101,RANGE_INTERPOLATED,15-Jun-09,55,D Poor,,
,Zhen Family,219 Buckingham Street,HU8 8TS,53.7590201,-0.3186575,RANGE_INTERPOLATED,11-Nov-09,80,B Good,,
,Zillis,15-16 King Street,HU1 2JJ,53.7420503,-0.3354754,RANGE_INTERPOLATED,26-Feb-09,80,B Good,,
,Zoo Cafe,80b Newland Avenue,HU5 3AB,53.7625308,-0.3587517,RANGE_INTERPOLATED,06-Dec-08,75,B Good,,
,"Zuchinis, Wilberforce Building",Cottingham Road,HU5 2DL,53.7699095,-0.3804549,GEOMETRIC_CENTER,25-Jun-09,90,A Excellent,,
